algorithm,metric,Gauss_mean,Cauchy_mean,MoG_mean,Gam_mean,Gauss_se,Cauchy_se,MoG_se,Gam_se
ctd,phi_mse,0.23548677950574762,0.11933064515587276,0.23316079009869095,0.23795931772253057,0.0,0.0,0.0,0.0
ctd,ks,0.20861324449269536,0.14327919631641947,0.23917066921519686,0.20029724021514372,0.0,0.0,0.0,0.0
ctd,w1,0.2817240363812139,0.4053581607755191,0.3686764070949429,0.3114517866056709,0.0,0.0,0.0,0.0
ctd,cramer_l2,0.027122972194866132,0.020988042278542396,0.038403028285585186,0.027589408100088343,0.0,0.0,0.0,0.0
ctd,cf_l2_w,0.020889444333473894,0.01623876914224449,0.03175882854573603,0.02190822565882486,0.0,0.0,0.0,0.0
ctd,cvar_err,22.867685144827156,23.11644695953113,22.42281036378532,30.906703157815006,0.0,0.0,0.0,0.0
ctd,er_err,0.09512392834882095,nan,0.1521808386705821,0.10963224489571173,0.0,0.0,0.0,0.0
ctd,mean_err,0.047826605030873055,nan,0.12817584575944346,0.04416301564343402,0.0,0.0,0.0,0.0
ctd,var_err,0.1574514073586675,nan,0.19464506435408996,0.1499978877690871,0.0,0.0,0.0,0.0
ctd,mv_err,0.049352867105711136,nan,0.14056035347280535,0.03986141385713604,0.0,0.0,0.0,0.0
qtd,phi_mse,0.006100955999313438,0.007923219631416189,0.027366670993186466,0.01070365292019142,0.0,0.0,0.0,0.0
qtd,ks,0.0899151400267879,0.10726429173085612,0.17440545445482084,0.11964248400966278,0.0,0.0,0.0,0.0
qtd,w1,0.20266901839151094,0.4117020001459692,0.3685766226306673,0.2562545661866322,0.0,0.0,0.0,0.0
qtd,cramer_l2,0.009890868129062294,0.018459234126353117,0.038842089431560825,0.013580493093404044,0.0,0.0,0.0,0.0
qtd,cf_l2_w,0.009631831027785863,0.01808717256703647,0.03844692128250029,0.013183114138132208,0.0,0.0,0.0,0.0
qtd,cvar_err,23.383279411873144,24.09504742311197,22.793434646835145,31.403798537454556,0.0,0.0,0.0,0.0
qtd,er_err,0.04802871272391068,nan,0.11310265526982326,0.04544714759159471,0.0,0.0,0.0,0.0
qtd,mean_err,0.045843362365633425,nan,0.05149099653881848,0.03700145673829707,0.0,0.0,0.0,0.0
qtd,var_err,0.3317419723207072,nan,1.6640340988516054,0.5465977177754471,0.0,0.0,0.0,0.0
qtd,mv_err,0.05414050333668278,nan,0.14328595244821696,0.06123614590005953,0.0,0.0,0.0,0.0
dirac,phi_mse,0.03490120022438033,0.0787466738399769,0.15138566973894524,0.024854985699635606,0.0,0.0,0.0,0.0
dirac,ks,0.10566150350334874,0.22986991173559973,0.3283452331352748,0.09261110884771656,0.0,0.0,0.0,0.0
dirac,w1,0.17228559592908557,1.3966236678992785,1.2027575303798155,0.2269170695103619,0.0,0.0,0.0,0.0
dirac,cramer_l2,0.008716010301141016,0.18217978038077334,0.2890905385237594,0.008579682963690995,0.0,0.0,0.0,0.0
dirac,cf_l2_w,0.0074460190771288605,0.15228672278635774,0.25434355667734054,0.007469733439102539,0.0,0.0,0.0,0.0
dirac,cvar_err,23.237287361929642,28.496508805677806,22.37349544899822,30.78682763575889,0.0,0.0,0.0,0.0
dirac,er_err,0.05550476722215611,nan,0.9809078849579186,0.17642465712262803,0.0,0.0,0.0,0.0
dirac,mean_err,0.05684339731297166,nan,0.9876687716633081,0.15115938293939868,0.0,0.0,0.0,0.0
dirac,var_err,0.17914992594240178,nan,2.1465701649707762,0.44150351401285454,0.0,0.0,0.0,0.0
dirac,mv_err,0.06286476522878007,nan,0.9909283345152499,0.10956740915450877,0.0,0.0,0.0,0.0
phi_cat,phi_mse,0.30561009249795845,0.13144621463132397,0.28356293351621925,0.3388659087729788,0.0,0.0,0.0,0.0
phi_cat,ks,0.26062089255383813,0.26040728291001347,0.35851348331337557,0.27893022913743826,0.0,0.0,0.0,0.0
phi_cat,w1,0.3498005617640927,1.3500885796927813,1.5016529011200195,0.4514097351288581,0.0,0.0,0.0,0.0
phi_cat,cramer_l2,0.041388518835468846,0.20149076879353595,0.37097067438384945,0.05533699833790297,0.0,0.0,0.0,0.0
phi_cat,cf_l2_w,0.033231872281317416,0.17165657231371087,0.32951200379826345,0.04592678118115861,0.0,0.0,0.0,0.0
phi_cat,cvar_err,22.883635399854334,22.339055669907236,20.17959400180864,30.678796703863213,0.0,0.0,0.0,0.0
phi_cat,er_err,0.10148736619682741,nan,1.066300550594197,0.27591261996287736,0.0,0.0,0.0,0.0
phi_cat,mean_err,0.056910876191509654,nan,1.065759780535847,0.16778861216082722,0.0,0.0,0.0,0.0
phi_cat,var_err,0.4894153954768181,nan,3.367394908411673,0.5776660668721516,0.0,0.0,0.0,0.0
phi_cat,mv_err,0.08005507385051573,nan,1.1332519713198266,0.13543994850820093,0.0,0.0,0.0,0.0
phi_qt,phi_mse,0.007596048623671091,0.024098128430461337,0.06532872714845113,0.005263007019709343,0.0,0.0,0.0,0.0
phi_qt,ks,0.061627996336050865,0.18289212265655352,0.28293055305819587,0.05668399769157607,0.0,0.0,0.0,0.0
phi_qt,w1,0.12746756940566434,0.960527330214249,1.1146256040458482,0.21173605157995634,0.0,0.0,0.0,0.0
phi_qt,cramer_l2,0.0037617516219217947,0.08764843991731586,0.17599819716936996,0.0054212540861068624,0.0,0.0,0.0,0.0
phi_qt,cf_l2_w,0.0030767671259699842,0.06937557161943285,0.14923487436488092,0.004774821119941969,0.0,0.0,0.0,0.0
phi_qt,cvar_err,22.96841359564194,26.17367431244447,20.09747765482525,30.363102197244984,0.0,0.0,0.0,0.0
phi_qt,er_err,0.061998755152561716,nan,0.8521542261207463,0.19410659082233894,0.0,0.0,0.0,0.0
phi_qt,mean_err,0.06171776254683262,nan,0.8659688715631735,0.17882003689654724,0.0,0.0,0.0,0.0
phi_qt,var_err,0.13654470084540685,nan,2.5610359159190264,0.2514395480718824,0.0,0.0,0.0,0.0
phi_qt,mv_err,0.06455253062032222,nan,0.9518648418686735,0.15598910222617918,0.0,0.0,0.0,0.0
