step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.022451928831030102,0.018653417063058824,0.0,0.0
2000.0,0.007959296457041546,0.006346417669469381,0.0,0.0
3000.0,0.0054929731041716764,0.004307844122681086,0.0,0.0
4000.0,0.006163742429380054,0.0050652893050094705,0.0,0.0
5000.0,0.0055744874846994485,0.004602243830111487,0.0,0.0
6000.0,0.003705903242259355,0.003049345308572613,0.0,0.0
7000.0,0.0040951054452674045,0.003349293478856709,0.0,0.0
8000.0,0.0037733793006174323,0.0029895540383247316,0.0,0.0
9000.0,0.004487955170553113,0.0038776143042019186,0.0,0.0
10000.0,0.004808975149292327,0.0037763300276413662,0.0,0.0
11000.0,0.006150289119692643,0.004873290275286797,0.0,0.0
12000.0,0.003885817226631918,0.003013443143574197,0.0,0.0
13000.0,0.006148046815124555,0.004928807474537697,0.0,0.0
14000.0,0.0028526460580464586,0.0023399688598735114,0.0,0.0
15000.0,0.003660809471463656,0.003177582683180542,0.0,0.0
16000.0,0.0026021125270045834,0.0018621308600318036,0.0,0.0
17000.0,0.0029307605914664523,0.0022366078365438696,0.0,0.0
18000.0,0.006413693899514965,0.005646982746566178,0.0,0.0
19000.0,0.002570934669614627,0.0020185449692316157,0.0,0.0
20000.0,0.004196203912157243,0.0032807914201477212,0.0,0.0
